bank,state,branchname,branchaddress
ACCESS BANK PLC,LAGOS,LAWANSON,"87, ITIRE / LAWANSON ROAD, SURULERE, LAGOS STATE ."
ACCESS BANK PLC,LAGOS,IJU,"134 WATER WORKS ROAD, IJU-ISHAGA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,IDIMU,"71, EGBEDA/IDIMU ROAD, IDIMU, LAGOS STATE ."
ACCESS BANK PLC,LAGOS,DOPEMU,"92 LAGOS/ABEOKUTA EXPRESSWAY, DOPEMU, LAGOS STATE."
ACCESS BANK PLC,OGUN ,AKUTE,"87, AKUTE-AJUWON ROAD, AKUTE, OGUN STATE"
ACCESS BANK PLC,LAGOS,"ISOLO, ASA-AFARIOGUN STREET, AJAO ESTATE","ISOLO, 25, ASA-AFARIOGUN STREET, AJAO ESTATE"
ACCESS BANK PLC,LAGOS,"IYANA IPAJA, LAGOS ABEOKUTA EXPRESS WAY","IYANA IPAJA, NO.166, ABEOKUTA EXPRESSWAY, IYANA IPAJA"
ACCESS BANK PLC,LAGOS,LAWANSON/ITIRE RD,"LAWANSON(58, LAWANSON ROAD)"
ACCESS BANK PLC,LAGOS,"ISOLO, MUSHIN ROAD","51, MUSHIN RD,ISOLO "
ACCESS BANK PLC,LAGOS,"IDIMU, IDIMU ROAD IKOTUN","20, IDIMU RD, IKOTUN"
ACCESS BANK PLC,LAGOS,"OKOTA, 56 AGO PALACE WAY","AGO PALACE WAY, OKOTA"
ACCESS BANK PLC,LAGOS,"AKOWONJO, SHASHA ROAD","NO. 205 SASHA ROAD, AKOWONJO"
ACCESS BANK PLC,LAGOS,"MAFOLUKU, INTL AIRPORT ROAD","PLOT 8, MURTALA MOHAMMED INTL AIRPORT RD"
ACCESS BANK PLC,LAGOS,"RET SHOP - OKOTA, ISOLO LAGOS (004)","NO. 116/118, AGO PALACE WAY, OKOTA"
ACCESS BANK PLC,LAGOS,RET SHOP - ALUMINUM VILLAGE (011),"ALUMINIUM VILLAGE, NO. 17, OGERETEDO ST., ALUM. VILLAGE, DOPEMU"
ACCESS BANK PLC,LAGOS,RET SHOP - IYANA IPAJA (110),"IYANA IPAJA(55/57 NEW IPAJA ROAD, ALIMOSHO)"
ACCESS BANK PLC,LAGOS,ALLEN AVENUE  IKEJA,"84, ALLEN AVENUE, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,ADENIYI JONES  IKEJA,"53, ADENIYI JONES, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,SIMBIAT ABIOLA  IKEJA,"20, SIMBIAT ABIOLA ROAD, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,MARYLAND,"6, MOBOLAJI BANK-ANTHONY WAY, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OGBA,"40A/40B, OGBA IJAIYE ROAD, OGBA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,ALAUSA,"183, OBAFEMI AWOLOWO RD, ALAUSA, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OJODU BERGER,"PLOT 101, ISHERI ROAD,  BERGER, LAGOS STATE."
ACCESS BANK PLC,LAGOS,TOYIN STREET,"54, TOYIN STREET, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,IFAKO-GBAGADA,"6 DIYA STREET, IFAKO-GBAGADA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OBA AKRAN,"23-25, OBA AKRAN AVENUE, OFF AWOLOWO WAY, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OPEBI,"10, OPEBI ROAD, IKEJA"
ACCESS BANK PLC,OGUN ,RCCG CAMP,"REDEMPTION CAMP, KM 46/85, LAGOS/IBADAN EXPRESS WAY, MOWE, OGUN STATE."
ACCESS BANK PLC,LAGOS,"IKEJA, AWOLOWO WAY","79/80 AWOLOWO WAY, IKEJA"
ACCESS BANK PLC,LAGOS,ALLEN AVENUE 2,"13, ALLEN AVENUE, IKEJA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OREGUN,"51, KUDIRAT ABIOLA WAY, OREGUN ROAD, IKEJA, LAGOS STATE."
ACCESS BANK PLC,OGUN ,IBAFO,"KM 20, LAGOS IBADAN EXPRESSWAY, IBAFO, OGUN STATE"
ACCESS BANK PLC,LAGOS,"IKEJA, LADIPO OLUWOLE STREET","34, LADIPO OLUWOLE STREET,OFF ADENIYI JONES"
ACCESS BANK PLC,LAGOS,"IKEJA, 60 OPEBI ROAD","60, OPEBI ROAD,IKEJA"
ACCESS BANK PLC,LAGOS,"OGBA, IJAIYE ROAD","OGBA, 36, IJAIYE ROAD"
ACCESS BANK PLC,LAGOS,ALAUSA,"ALAUSA(PLOT J, ASITABI COLE ST, CENTRAL BUSINESS DISTRICT, AGIDINGBI)"
ACCESS BANK PLC,LAGOS,"OREGUN, ZIATECH ROAD OREGUN","OREGUN BRANCH, PLOT E ZIATECH RD, OREGUN"
ACCESS BANK PLC,LAGOS,"IKEJA GRA, JOEL OGUNNAIKE STREET","13 JOEL OGUNNAIKE ST, IKEJA GRA"
ACCESS BANK PLC,LAGOS,"MAGODO, CMD ROAD IKOSI","MAGODO - LAGOS , 6 CMB ROAD"
ACCESS BANK PLC,LAGOS,"MARYLAND,MOBOLAJI BANK ANTHONY WAY","4A MOBOLAJI BANK ANTHONY WAY, MARYLAND"
ACCESS BANK PLC,LAGOS,"RET SHOP - ISHERI, BERGER)","ISHERI ROAD, ( PLOT 47, GEORGE CRESCENT, OGBA)"
ACCESS BANK PLC,LAGOS,RET SHOP - IFAKO AGEGE (080),"COLLEGE ROAD, 71, COLLEGE ROAD, OGBA"
ACCESS BANK PLC,LAGOS,RET SHOP - IFAKO GBAGADA (087),"GBAGADA/IFAKO, 20, DIYA STREET, IFAKO, GBAGADA"
ACCESS BANK PLC,LAGOS,IDUMOTA ,"122 NNAMDI  AZIKWE STREET, IDUMOTA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,AGUDA ,"5, ENITAN STREET, AGUDA, SURULERE, LAGOS STATE. "
ACCESS BANK PLC,LAGOS,OGUNLANA DRIVE,"150, OGUNLANA DRIVE, SURULERE, LAGOS STATE."
ACCESS BANK PLC,LAGOS,71 ADENIRAN OGUNSANYA,"71, ADENIRAN OGUNSANYA STREET, SURULERE, LAGOS STATE."
ACCESS BANK PLC,LAGOS,67 ST FINBARRS RD-BARIGA,"67, ST FINBARRS ROAD,  AKOKA , YABA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,IDDO,"IDDO SHOPPING COMPLEX, IDDO, LAGOS STATE."
ACCESS BANK PLC,LAGOS,KOSOKO STREET BRCH,"52/54, KOSOKO STREET, LAGOS ISLAND, LAGOS STATE. "
ACCESS BANK PLC,LAGOS,NNAMDI AZIKWE STREET IDUMOTA,"68, NNAMDI AZIKWE ROAD STREET, IDUMOTA ,LAGOS STATE."
ACCESS BANK PLC,LAGOS,SOMOLU,"47, MKT/ODUNLAMI STREET, SOMOLU, LAGOS STATE."
ACCESS BANK PLC,LAGOS,OYINGBO,"68/70 MURITALA MOHAMMED WAY, OYINGBO, EBUTE-METTA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,BODE THOMAS,"42, BODE THOMAS STREET, SURULERE, LAGOS STATE."
ACCESS BANK PLC,LAGOS,IJESHATEDO,"206, IJESHA ROAD, IJESHATEDO, SURULERE, LAGOS STATE."
ACCESS BANK PLC,LAGOS,UNIVERSITY OF LAGOS,"UNIVERISTY OF LAGOS, AKOKA, YABA, LAGOS STATE. "
ACCESS BANK PLC,LAGOS,SABO YABA,"290, HERBERT MACAULAY WAY, SABO, YABA, LAGOS STATE."
ACCESS BANK PLC,LAGOS,ADENIJI ADELE,"OBA ADENIJI ADELE PLAZA, ADENIJI ADELE ROAD, LAGOS ISLAND, LAGOS STATE."
ACCESS BANK PLC,LAGOS,EBUTE METTA,"47, APAPA ROAD, EBUTE-METTA, LAGOS"
ACCESS BANK PLC,LAGOS,"EBUTE METTA, MARKET STREET OYINGBO","EBUTE METTA, 1, MARKET STREET,OYINGBO, OPPOSITE BHOJSONS LTD."
ACCESS BANK PLC,LAGOS,"LAGOS ISLAND, OKE ARIN","OKE ARIN, 1, OKE ARIN STREET"
ACCESS BANK PLC,LAGOS,"YABA, HERBERT MACAULAY ROAD","238, HERBERT MACAULAY STREET,YABA"
ACCESS BANK PLC,LAGOS,"LAGOS ISLAND, ENU OWA STREET","ENU OWA, NO. 71, ENU OWA STREET, LAGOS ISLAND"
ACCESS BANK PLC,LAGOS,"APONGBON, ISSA WILLIAMS/OFFIN RD","25 OFFIN ROAD OFF ISSA WILLIAMS STREET, APONGBON LAGOS ISLAND"
ACCESS BANK PLC,LAGOS,"SURULERE, ENITAN STREET AGUDA","NO. 23 ENITAN STREET AGUDA, SURULERE"
ACCESS BANK PLC,LAGOS,"RET SHOP - JANKARA , LAGOS ISD(002)","JANKARA MARKET(NO. 7 IDUMAGBO ROAD, LAGOS ISLAND)"
ACCESS BANK PLC,LAGOS,"RET SHOP - IDDO, EBUTE METTA)","IDDO MARKET MINI, IDDO ULTRAMODERN MARKET"
ACCESS BANK PLC,LAGOS,RET SHOP - OGUNLANA DRIVE (051),"OGUNLANA DRIVE, 33 OGUNLANA DRIVE, SURULERE"
ACCESS BANK PLC,LAGOS,RET SHOP - BARIGA AKOKA (087),"BARIGA, PLOT 103 & 105, ST. FINBARRS ROAD, AKOKA"
ACCESS BANK PLC,PLATEAU ,JOS,"1, MURTALA MOHAMMED WAY, JOS, PLATEAU STATE."
ACCESS BANK PLC,BENUE ,MAKURDI,"83,OLOTUUKPO ROAD, MAKURDI, BENUE STATE."
ACCESS BANK PLC,NASSARAWA ,LAFIA,"2, JOS ROAD,LAFIA "
ACCESS BANK PLC,PLATEAU ,JOS 1,"37, BEACH ROAD, JOS, PLATEAU STATE."
ACCESS BANK PLC,BENUE ,GBOKO MAIN,"5/7, J.S. TARKA WAY, GBOKO, BENUE STATE."
ACCESS BANK PLC,BENUE ,GBOKO," KM 72, BENUE CEMENT FACTORY,MAKURDI -GBOKO ROAD, BENUE STATE. "
ACCESS BANK PLC,BENUE ,MAKURDI 2,"PLOT 417, GBOKO ROAD, WURUKUM, MAKURDI, BENUE STATE."
ACCESS BANK PLC,PLATEAU ,BUKURU,"1, MARKET ROAD, BUKURU, PLATEAU STATE."
ACCESS BANK PLC,BENUE ,ZAKI IBIAM,"N0 1, KAFE CLINIC STREET, Y-JUNCTION, OFF KATSINA ROAD, ZAKI BIAM, BENUE STATE."
ACCESS BANK PLC,BENUE ,OTURKPO,"19, FEDERAL ROAD, OTURKPO, BENUE STATE."
ACCESS BANK PLC,NASSARAWA ,MARARABA,"PLOT 3316, ABUJA KEFFI EXPRESSWAY, MARARABA, NASARAWA STATE."
ACCESS BANK PLC,NASSARAWA ,KEFFI,"ABDU ZANGA WAY, KEFFI, NASARAWA STATE"
ACCESS BANK PLC,PLATEAU ,"JOS, COMMERCIAL AREA","13, COMMERCIAL AREA "
ACCESS BANK PLC,BENUE ,"MAKURDI, NEW BRIDGE ROAD","7, NEW BRIDGE ROAD, MAKURDI"
ACCESS BANK PLC,PLATEAU ,"JOS,  AHMADU BELLO WAY","34, AHMADU BELLO WAY "
ACCESS BANK PLC,NASSARAWA ,"LAFIA, DOMA ROAD","20/21 DOMA ROAD, LAFIA"
ACCESS BANK PLC,NASSARAWA ,"AKWANGA, KEFFI ROAD","AKWANGA, PLOT 1, OPPOSITE AKWANGA POLICE DIVISION, OFF KEFFI RD"
ACCESS BANK PLC,PLATEAU ,"JOS, CLUB ROAD","1, CLUB ROAD "
ACCESS BANK PLC,PLATEAU ,"BUKURU, OLD JOS ROAD","65, OLD JOS ROAD, BUKURU "
ACCESS BANK PLC,NASSARAWA ,"KEFFI, ABUBAKAR BURGA STREET","KEFFI, PLOT 27, ABUBAKAR BURGA ROAD "
ACCESS BANK PLC,NASSARAWA ,NEW KARU," NEW KARU, KEFFI ROAD, NEAR ROYAL DREAMS HOTEL"
ACCESS BANK PLC,PLATEAU ,RET SHOP - KATAKO (015),"KATAKO MARKET, NO. 68 & 70, MALLAM KURE STREET, LARANTO "
ACCESS BANK PLC,BENUE ,RET SHOP - N/BANK MAKURDI (034),"NORTH BANK, N0.1, UDEI STREET, NORTH BANK, MAKURDI"
ACCESS BANK PLC,PLATEAU ,RET SHOP - UNIVERSITY OF JOS (055),"UNIVERSITY OF JOS, JOS "
ACCESS BANK PLC,NASSARAWA ,RET SHOP-NASS. STATE UNI.KEFFI(073),"NASSARAWA STATE UNIVERSITY, KEFFI"
ACCESS BANK PLC,GOMBE ,GOMBE,"24,  NEW MARKET ROAD, GOMBE, GOMBE STATE."
ACCESS BANK PLC,BAUCHI ,BAUCHI,"5, BANK ROAD, BAUCHI, BAUCHI STATE."
ACCESS BANK PLC,BORNO ,MAIDUGURI,"24, SIR KASHIM IBRAHIM WAY, MAIDUGURI, BORNO STATE."
ACCESS BANK PLC,ADAMAWA ,YOLA,"NO 7, GALADIMA AMINU WAY, JIMETA, YOLA, ADAMAWA STATE"
ACCESS BANK PLC,GOMBE ,ASHAKA CASH CENTRE,"ASHAKACEM FACTORY COMPLEX, ASHAKA, GOMBE STATE."
ACCESS BANK PLC,TARABA ,JALINGO,"57B, HAMMARUWA WAY, JALINGO, TARABA STATE."
ACCESS BANK PLC,JIGAWA ,"DUTSE, SANI ABACHA WAY","DUTSE, PLOT C1 SANNI ABACHA WAY, DUTSE"
ACCESS BANK PLC,JIGAWA ,KAZAURE,"ALONG KANO-DUARA RD, KAZAURE, KANO STATE."
ACCESS BANK PLC,GOMBE ,DUKKU,"GONA QUARTERS, ALONG GOMBE-KANO ROAD, DUKKU, GOMBE STATE. "
ACCESS BANK PLC,GOMBE ,YAMALTU DEBA,"DEBA GRA, YAMALTU/DEBA, GOMBE STATE."
ACCESS BANK PLC,YOBE ,DAMATURU,"12B, MAIDUGURI ROAD, ALONG POTISKUM,  DAMATURU, YOBE STATE."
ACCESS BANK PLC,GOMBE ,KUMO,"EMIR PALACE ROAD KUMO,AKKO, GOMBE STATE"
ACCESS BANK PLC,BORNO ,BIU,"I, DAMATURU ROAD, BIU, MAIDUGURI, BORNO STATE. "
ACCESS BANK PLC,JIGAWA ,HADEJIA,"1A, NGURU ROAD, OPP NNPC FILLING STATION, HADEJIA, JIGAWA STATE"
ACCESS BANK PLC,YOBE ,POTISKUM,"MOHAMMED IDRIS WAY, OPP. FEDERAL COLLEGE OF EDUCATION, POTISKUM"
ACCESS BANK PLC,BORNO ,"MAIDUGURI, BURGA ROAD","MAIDUGURI, 7 BAGA ROAD"
ACCESS BANK PLC,BAUCHI ,"BAUCHI, ABDULKADIR AHMED ROAD","BAUCHI, ALONG ABDULKADIR AHMED ROAD, COMMERCIAL AREA"
ACCESS BANK PLC,ADAMAWA ,"YOLA, GALADIMA AMINU WAY","YOLA, 10, GALADIMA AMINU WAY"
ACCESS BANK PLC,GOMBE ,"GOMBE, BIU RD.","GOMBE, NO 31, BIU ROAD"
ACCESS BANK PLC,ADAMAWA ,"MUBI, MOHAMMED BELLO WAY","MUBI, AHMADU BELLO WAY, WURO BULUDE ‘B’,"
ACCESS BANK PLC,TARABA ,"JALINGO, HAMMAN RUN WAY","JALINGO,HAMMAN RUWA WAY, JALINGO"
ACCESS BANK PLC,BORNO ,RET SHOP - UNIV. OF MAIDUGURI (020),"UNIMAID, UNIVERSITY OF MAIDUGURI"
ACCESS BANK PLC,BORNO ,RET SHOP - SHEHU LAMINU WAY (020),"MAIDUGURI, NSITF BUILDING, 20, SHEHU LAMINU WAY"
ACCESS BANK PLC,KADUNA ,KADUNA,"16/20, BIDA ROAD, KADUNA, KADUNA STATE."
ACCESS BANK PLC,KANO ,KANO,"12B, POST OFFICE ROAD, KANO, KANO STATE."
ACCESS BANK PLC,KANO ,BICHI,"ALONG KATSINA ROAD, BY BICHI JUNCTION, KANO, KANO STATE"
ACCESS BANK PLC,KANO ,"MUR MOHAMMED WAY, KANO","146, MURTALA MOHMD WAY, KANO, KANO STATE."
ACCESS BANK PLC,KADUNA ,ALI AKILU ROAD,"26D, ALI AKILU ROAD, KADUNA, KADUNA STATE."
ACCESS BANK PLC,KADUNA ,ZARIA,"16,RIVER ROAD, ZARIA, KADUNA STATE."
ACCESS BANK PLC,KANO ,BELLO ROAD KANO,"24, BELLO ROAD, KANO, KANO STATE."
ACCESS BANK PLC,KADUNA ,KACHIA ROAD KADUNA,"314, KACHIA ROAD, KADUNA, KADUNA STATE."
ACCESS BANK PLC,KADUNA ,A2 AHMADU BELLO WAY,"A2, AHMADU BELLO WAY, KADUNA, KADUNA STATE."
ACCESS BANK PLC,KADUNA ,KAFANCHAN,"19, KAGORO ROAD, KAFANCHAN, KADUNA STATE."
ACCESS BANK PLC,KANO ,KATIN KWARI,"IBRAHIM TAIWO ROAD, KATIN KWARI, KANO STATE. "
ACCESS BANK PLC,KANO ,BAYERO UNIVERSITY,"BAYERO UNIVERSITY,BAYERO MAIN CAMPUS, KANO, KANO STATE."
ACCESS BANK PLC,KANO ,AMINU KANO TEACHING HOSPITAL,"AMINU KANO TEACHING HOSPITAL, KANO, KANO STATE."
ACCESS BANK PLC,KADUNA ,UNGWAN RIMI,"7, KWATO ROAD, UNGWAN RIMI GRA, KADUNA, KADUNA STATE."
ACCESS BANK PLC,KADUNA ,NNPC REFINERY KADUNA,"KRPC/ NNPC COMPLEX KM 16, KACHIA ROAD,KADUNA, KADUNA STATE."
ACCESS BANK PLC,KADUNA ,GUMI MAIN MARKET,"1A,B2 IBRAHIM TAIWO ROAD,GUMI MARKET,KADUNA, KADUNA STATE."
ACCESS BANK PLC,KANO ,FRANCE ROAD,"17/18, FRANCE ROAD, KANO, KANO STATE. "
ACCESS BANK PLC,KANO ,SINGER MARKET,"48E, ADO BAYERO ROAD, SINGER MARKET KANO, KANO STATE"
ACCESS BANK PLC,KANO ,"KANO, MURTALA MOHAMMED WAY","36/38, M/MOHMAMMED WAY "
ACCESS BANK PLC,KADUNA ,"KADUNA, 1 KACHIA ROAD","1, KACHIA RD "
ACCESS BANK PLC,KANO ,"KANO, BANK ROAD","5B, BANK RD "
ACCESS BANK PLC,KADUNA ,"KADUNA, 23 AHMADU BELLO WAY","23, AHMADU BELLO WAY "
ACCESS BANK PLC,KADUNA ,"JAJI, COMMAND AND STAFF COLLEGE","JAJI, COMMAND AND STAFF COLLEGE "
ACCESS BANK PLC,KADUNA ,ZARIA,"ZARIA, F13, KADUNA ROAD"
ACCESS BANK PLC,KANO ,"KANO, FRANCE ROAD, SABON GARI","2 FRANCE RD.,SABON GARI"
ACCESS BANK PLC,KADUNA ,"KADUNA, BENIN STREET/KANO ROAD","PLOT AR 19/AR 20, BENIN ST, KADUNA MAIN MARKET, KADUNA "
ACCESS BANK PLC,KADUNA ,"KADUNA, ISA KAITA ROAD","PLOT 24, ISA KAITA RD BRANCH, UNGWAR SARKI, KADUNA"
ACCESS BANK PLC,KANO ,RET SHOP - BAYERO UNI. KANO (007),"BAYERO UNIVERSITY ROAD, C31, KOFA WUKA DUYA, ALONG BAYERO UNIVERSITY, KANO"
ACCESS BANK PLC,KANO ,"RET SHOP - DAWANUA, KANO (058)","DAWANAU MINI, DAWANAU MARKET, ALONG KANO-KATSINA RD"
ACCESS BANK PLC,KADUNA ,RET SHOP - ZARIA (127),"60 SOKOTO RD. SAMARU, ZARIA "
ACCESS BANK PLC,KEBBI ,BIRNIN KEBBI,"1 JOS ROAD G.R.A,BIRNIN KEBBI, KEBBI STATE."
ACCESS BANK PLC,SOKOTO ,SOKOTO,"27, KANO ROAD, SOKOTO, SOKOTO STATE."
ACCESS BANK PLC,KASTINA ,KATSINA,"106, IBB WAY, KATSINA, KATSINA STATE."
ACCESS BANK PLC,ZAMFARA ,GUSAU,"43,CANTEEN ROAD ,GUSAU, ZAMFARA STATE."
ACCESS BANK PLC,KASTINA ,KATSINA 2,"IBB WAY , KATSINA, KATSINA STATE."
ACCESS BANK PLC,SOKOTO ,SOKOTO 2,"45 MAIDUGURI ROAD, SOKOTO, SOKOTO STATE"
ACCESS BANK PLC,KASTINA ,FUNTUA,"126, ZARIA ROAD, FUNTUA, KATSINA STATE."
ACCESS BANK PLC,ZAMFARA ,TALATA MAFARA,"SOKOTO ROAD, TALATA MAFARA, ZAMFARA STATE."
ACCESS BANK PLC,KASTINA ,DAURA,"ALONG KANO ROAD, DAURA, KATSINA STATE."
ACCESS BANK PLC,KASTINA ,MALUMFASHI,"11/12,  FUNTUA YASHE ROAD, MALUMFASHI, KATSINA STATE."
ACCESS BANK PLC,SOKOTO ,USMAN DANFODIO UNIVERSITY,"USMAN DANFODIO UNIVERSITY, MAIN CAMPUS, SOKOTO, SOKOTO STATE ."
ACCESS BANK PLC,KASTINA ,KAFUR,"No 50 ZARIA ROAD, KAFUR KATSINA STATE."
ACCESS BANK PLC,KASTINA ,DANJA,"NO 7  GRA STAFF QUARTERS ZARIA ROAD DANJA, KATSINA STATE."
ACCESS BANK PLC,KASTINA ,"KATSINA, NAGODO ROAD","KATSINA, NO. 130A IBB WAY"
ACCESS BANK PLC,SOKOTO ,"SOKOTO, MAIDUGURI ROAD","20, KANO ROAD"
ACCESS BANK PLC,ZAMFARA ,"GUSAU, CANTEEN ROAD","GUSAU, 160, SANI ABACHA WAY, GUSAU"
ACCESS BANK PLC,KEBBI ,"BIRNIN KEBBI, SANI ABACHA ROAD","BIRNIN KEBBI, NO. NW614, SULTAN ABUBAKAR ROAD, BIRNIN KEBBI"
ACCESS BANK PLC,RIVERS ,TRANS AMADI,"PLOT 10, TRANS AMADI INDUSTRIAL LAYOUT, TRANS AMADI, PHC, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,OLU OBASANJO,"329A, OLU OBASANJO ROAD, PORT-HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,BONNY CASH CENTRE,"64 HOSPITAL ROAD, BONNY, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,AGIP  ROAD,"1, AGIP ROAD, BESIDE KILIMANJARO, MILE 4 RUMUEME, PORT HARCOURT,RIVERS STATE."
ACCESS BANK PLC,RIVERS ,BANK ROAD PH,"10A, BANK ROAD, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,RUMUOKORO,"679, IKWERRE ROAD, RUMUOKORO, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,OBIGBO,"14, LOCATION ROAD, OBIGBO, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,WOJI,"WOJI ESTATE ROAD , BY YKC JUNCTION, WOJI, PORT HARCOUT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,ELEME,"PPMC DEPOT, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,PLOT105 OLU OBASANJO PH,"PLOT 9 ,OLU OBASANJO ROAD, PHC, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,GARRISON,"82/88, ABA ROAD, PORT-HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,EASTERN BULKCEMENT,"EASTERN BULKCEMENT COY LTD, OFF IWOFE ROAD, PH, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,RUMUKURISHI,"PLOT 382, PORT HARCOURT- ABA EXPRESSWAY, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,UNIPORT,"UNIVERSITY OF PORT-HARCOURT , PORT-HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,AZIKIWE ROAD PHC,"5, AZIKIWE ROAD, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,IKOKWU,"31A, AMAIGBO ROAD, IKOKWU DIOBU, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,RSUST,"RIVER STATE UNIVERSITY SCIENCE AND TECHNOLOGY, PORT HARCOURT, RIVERS STATE."
ACCESS BANK PLC,RIVERS ,"PH, TRANS AMADI","TRANS AMADI, PLOT 71, ELEKAHIA INDUSTRIAL ESTATE ROAD, PH"
ACCESS BANK PLC,RIVERS ,"PH, 222 IKWERRE ROAD","222 IKWERRE ROAD, PH "
ACCESS BANK PLC,RIVERS ,"PH, BONNY","BONNY ISLAND, PH"
ACCESS BANK PLC,RIVERS ,"PH, FOT ONNE","FOTONNE, FEDERAL OCEAN TERMINAL (FOT), FOT ONNE, ITT BASE"
ACCESS BANK PLC,RIVERS ,"PH, 50 IKWERRE ROAD","48, IKWERRE ROAD, PH "
ACCESS BANK PLC,RIVERS ,"PH, 145 ABA ROAD","ABA ROAD, 145, ABA ROAD, PH"
ACCESS BANK PLC,RIVERS ,"OBIGBO PH, LOCATION ROAD","OYIGBO, NO. 11, LOCATION ROAD, OBIGBO, PH "
ACCESS BANK PLC,RIVERS ,"PH, SILVER VALLEY TRANS-AMADI RD","TRANS AMADI II, SILVER VALLEY, ALONG TRANS-AMADI RD, PH"
ACCESS BANK PLC,RIVERS ,"PH, RUMUOKORO EAST - WEST ROAD","EAST-WEST ROAD, RUMUOKORO, PH"
ACCESS BANK PLC,RIVERS ,"PH, OLU OBASANJO WAY","NO 109A OLU OBASANJO WAY, PH"
ACCESS BANK PLC,RIVERS ,RET SHOP - 316 ABA ROAD (003),"316, ABA ROAD, PH"
ACCESS BANK PLC,RIVERS ,"RET SHOP - ODUA ROAD, PHC (003)","NO 2 STATION ROAD,PH"
ACCESS BANK PLC,RIVERS ,"RET SHOP - PPMC, PH REFINERY (037)","PPMC, ELEME REFINERY, PH"
ACCESS BANK PLC,RIVERS ,"RET SHOP - OLD ABA ROAD, PH (086)","13, OLD ABA ROAD, PH"
ACCESS BANK PLC,ANAMBRA ,AWKA 2,"AWKA, ENUGU/ONITSHA EXPRESSWAY, AWKA"
ACCESS BANK PLC,ENUGU ,OGUI ROAD,"67, OGUI ROAD, BY NNAMDI AZIKIWE STADIUM, OGUI, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,UNIVERSITY OF NIGERIA ENUGU,"UNIVERSITY OF NIGERIA, ENUGU CAMPUS, ENUGU STATE."
ACCESS BANK PLC,ANAMBRA ,AWKA 1,"222,  ZIK AVENUE, AWKA, ANAMBRA STATE"
ACCESS BANK PLC,ENUGU ,OKPARA AVENUE,"5, OKPARA AVENUE, ENUGU, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,ENUGU ROAD ,"12, ENUGU  ROAD, NSUKKA, ENUGU STATE."
ACCESS BANK PLC,EBONYI ,ABAKALIKI  1,"41, OGOJA ROAD, ABAKILIKI, EBONYI STATE."
ACCESS BANK PLC,ENUGU ,KENYATTA,"42, KENYATTA STREET,  UWANI, ENUGU, ENUGU STATE."
ACCESS BANK PLC,ANAMBRA ,UNIZIK,"BANK PLAZA, NNAMDI AZIKIWE UNIVERSITY, AWKA, ANAMBRA STATE."
ACCESS BANK PLC,ENUGU ,ENUGU STATE UNIVERSITY,"ENUGU STATE UNIVERSITY, AGBANI TOWN, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,AGBANI ROAD,"183, AGBANI ROAD, ENUGU TOWN, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,UNN NSUKKA,"UNIVERSITY OF NIGERIA, NSUKKA, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,ABAKALIKI ROAD ENUGU,"PLOT 9, EBEANO HOUSING ESTATE, GARDEN AVENUE, ABAKALIKI RD, ENUGU, ENUGU STATE."
ACCESS BANK PLC,ENUGU ,ABAKPA NIKE,"BLOCK 16, PLOT 7, NIKE ROAD, LIBERTY BUS STOP, ABAKPA, ENUGU STATE."
ACCESS BANK PLC,EBONYI ,ABAKILIKI 2,"50, AFIKPO ROAD, ABAKALIKI, EBONYI STATE"
